1,2
1,5
1,6
1,7
1,10
1,11
1,15
1,16
1,17
1,19
2,2
2,3
2,4
2,5
2,6
2,7
2,15
2,16
2,17
3,3
3,10
3,13
3,14
3,16
3,17
3,18
3,19
4,10
5,12
6,8
6,10
6,13
6,17
6,18
6,19
7,8
7,10
7,15
7,17
7,18
7,19
8,8
8,9
8,11
8,16
8,19
9,9
9,10
9,13
9,15
9,16
9,18
10,10
10,17
10,18
11,11
11,15
11,16
11,17
12,11
12,17
12,18
12,19
14,14
14,15
15,15
15,18
17,17
18,18
