1,1
1,2
1,6
1,7
1,11
1,17
1,18
1,19
2,2
2,5
2,6
2,10
2,13
2,15
2,16
2,19
3,5
3,13
3,15
3,16
3,17
6,6
6,7
6,11
6,16
6,17
6,18
6,19
7,10
7,16
8,10
8,11
8,17
8,18
8,19
9,9
9,13
9,15
9,17
9,18
10,10
10,17
10,18
12,16
12,17
12,19
14,14
15,15
16,15
17,17
17,18
18,17
