1,1
1,2
1,4
1,5
1,7
1,10
1,16
1,17
1,18
1,19
2,1
2,2
2,4
2,6
2,7
2,10
2,11
2,13
2,14
2,15
2,16
2,17
2,19
3,5
3,8
3,10
3,11
3,13
3,14
3,16
3,17
3,18
3,19
5,6
5,8
5,12
5,18
6,5
6,6
6,8
6,10
6,11
6,15
6,16
6,17
6,18
7,6
7,7
7,9
7,11
7,15
7,16
7,17
7,19
8,8
8,9
8,10
8,11
8,13
8,17
8,18
8,19
9,9
9,10
9,13
9,15
10,14
10,17
10,18
11,11
11,15
11,16
11,17
11,19
12,15
12,16
14,14
15,15
15,18
15,19
16,16
16,17
16,18
17,16
17,17
17,18
18,17
