1,1
1,7
2,2
2,5
2,10
2,11
2,15
2,16
2,18
2,19
3,5
3,10
3,13
3,15
3,16
3,17
3,18
6,6
6,7
6,17
6,18
6,19
7,10
7,11
7,16
7,18
7,19
8,10
8,11
8,16
8,18
9,13
9,15
10,17
10,18
11,17
11,18
14,15
14,19
16,17
17,19
